ccaa,fecha,cases_under50,cases_50to59,cases_60to69,cases_70to79,cases_above80,deaths_under50,deaths_50to59,deaths_60to69,deaths_70to79,deaths_above80,hosp_under50,hosp_50to59,hosp_60to69,hosp_70to79,hosp_above80,uci_under50,uci_50to59,uci_60to69,uci_70to79,uci_above80
"Madrid","2020-09-14T00:00:00.000Z",1662,399,240,128,153,1,0,0,2,19,173,102,77,64,126,3,7,6,7,1
"Melilla","2020-09-14T00:00:00.000Z",13,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Murcia","2020-09-14T00:00:00.000Z",401,59,32,15,13,0,0,0,0,1,6,5,6,5,7,2,0,3,1,0
"Navarra","2020-09-14T00:00:00.000Z",224,46,23,11,10,0,0,0,0,1,3,5,2,7,2,0,2,0,1,0
"no_ccaa","2020-09-14T00:00:00.000Z",27,6,6,2,0,0,0,0,0,0,4,3,1,1,1,0,0,0,0,0
"Asturias","2020-09-14T00:00:00.000Z",35,9,7,0,1,0,0,0,0,1,0,4,2,3,0,0,0,1,0,0
"Baleares","2020-09-14T00:00:00.000Z",87,20,16,13,5,0,0,0,0,1,2,2,5,1,4,1,1,1,1,0
"Cantabria","2020-09-14T00:00:00.000Z",48,13,11,6,2,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0
"Com. Valenciana","2020-09-15T00:00:00.000Z",341,65,54,23,27,0,2,1,1,5,8,7,13,10,8,1,1,2,0,0
"Castilla-La Mancha","2020-09-15T00:00:00.000Z",484,102,76,43,64,0,0,0,2,13,7,5,11,6,14,2,2,0,0,0
"Andalucía","2020-09-15T00:00:00.000Z",682,173,107,63,62,0,2,3,3,8,28,10,14,14,31,2,1,1,4,1
"Castilla y León","2020-09-15T00:00:00.000Z",502,116,85,63,85,0,0,0,1,7,7,4,13,7,16,3,0,0,1,0
"Cataluña","2020-09-15T00:00:00.000Z",1064,176,116,72,78,0,0,2,1,4,16,12,7,14,8,2,4,0,0,0
"Extremadura","2020-09-15T00:00:00.000Z",139,40,26,13,8,0,0,1,0,0,1,3,3,4,3,0,1,0,0,0
"País Vasco","2020-09-15T00:00:00.000Z",314,77,54,32,30,0,0,1,2,9,5,10,12,9,14,1,1,0,1,0
"Galicia","2020-09-15T00:00:00.000Z",97,26,20,12,11,0,0,0,0,3,3,1,4,4,8,1,0,1,0,0
"Ceuta","2020-09-15T00:00:00.000Z",3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Canarias","2020-09-15T00:00:00.000Z",113,28,20,14,6,1,0,1,0,0,4,3,0,5,2,1,1,2,2,0
"Aragón","2020-09-15T00:00:00.000Z",169,45,31,21,27,0,1,0,2,8,7,5,4,8,17,0,3,2,0,1
"La Rioja","2020-09-15T00:00:00.000Z",48,6,8,4,4,0,0,0,0,2,1,0,0,2,3,0,0,0,1,0
"Madrid","2020-09-15T00:00:00.000Z",4512,809,511,303,268,0,3,2,7,19,167,68,75,72,102,7,2,12,7,1
"Melilla","2020-09-15T00:00:00.000Z",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Murcia","2020-09-15T00:00:00.000Z",360,75,25,10,6,0,0,0,2,5,8,7,1,4,3,0,1,0,0,1
"Navarra","2020-09-15T00:00:00.000Z",211,37,24,13,14,0,0,0,0,1,9,4,5,2,4,0,1,0,0,0
"no_ccaa","2020-09-15T00:00:00.000Z",30,7,4,5,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"Asturias","2020-09-15T00:00:00.000Z",33,11,13,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Baleares","2020-09-15T00:00:00.000Z",150,27,17,19,29,0,0,0,0,3,4,3,2,5,3,0,1,3,1,0
"Cantabria","2020-09-15T00:00:00.000Z",53,9,12,5,6,0,0,0,0,1,0,1,2,2,2,0,0,1,0,0
"Com. Valenciana","2020-09-16T00:00:00.000Z",411,94,59,27,23,0,1,0,0,8,13,9,3,5,11,1,1,1,0,0
"Castilla-La Mancha","2020-09-16T00:00:00.000Z",538,122,91,44,45,0,0,0,3,8,4,6,3,7,8,0,1,1,1,0
"Andalucía","2020-09-16T00:00:00.000Z",926,235,129,101,93,0,2,0,4,6,15,16,13,19,30,1,3,3,2,1
"Castilla y León","2020-09-16T00:00:00.000Z",498,111,80,57,49,0,0,0,1,3,9,11,7,15,24,1,2,0,2,0
"Cataluña","2020-09-16T00:00:00.000Z",976,210,121,71,59,0,1,1,2,6,5,6,7,11,10,0,1,1,1,1
"Extremadura","2020-09-16T00:00:00.000Z",159,39,31,12,18,0,0,0,1,1,3,4,5,3,5,0,0,0,0,0
"País Vasco","2020-09-16T00:00:00.000Z",391,99,68,45,45,1,0,0,2,11,3,6,7,6,14,0,2,1,1,0
"Galicia","2020-09-16T00:00:00.000Z",141,32,29,12,19,0,1,0,2,2,6,4,3,11,4,0,1,1,0,0
"Ceuta","2020-09-16T00:00:00.000Z",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Canarias","2020-09-16T00:00:00.000Z",101,23,12,5,8,0,0,0,1,0,5,2,4,1,4,0,0,2,0,0
"Aragón","2020-09-16T00:00:00.000Z",198,56,32,18,18,0,0,1,0,3,4,4,3,11,17,0,0,0,0,0
"La Rioja","2020-09-16T00:00:00.000Z",105,18,26,8,9,0,0,0,1,2,2,1,1,1,5,1,0,0,2,0
"Madrid","2020-09-16T00:00:00.000Z",4084,781,470,276,230,0,1,5,3,19,164,66,68,75,80,6,3,6,4,3
"Melilla","2020-09-16T00:00:00.000Z",5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Murcia","2020-09-16T00:00:00.000Z",342,61,23,12,5,0,0,0,0,0,8,11,5,13,2,0,3,1,0,0
"Navarra","2020-09-16T00:00:00.000Z",160,39,9,11,10,0,0,0,1,1,6,3,2,2,8,0,1,3,1,0
"no_ccaa","2020-09-16T00:00:00.000Z",41,12,6,9,4,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0
"Asturias","2020-09-16T00:00:00.000Z",45,16,10,4,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
"Baleares","2020-09-16T00:00:00.000Z",185,29,27,16,24,0,0,1,1,1,1,1,1,4,6,1,2,0,0,0
"Cantabria","2020-09-16T00:00:00.000Z",68,21,20,8,5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"Com. Valenciana","2020-09-17T00:00:00.000Z",325,75,42,31,27,0,1,0,1,5,5,6,9,8,10,0,1,1,3,2
"Castilla-La Mancha","2020-09-17T00:00:00.000Z",610,100,91,49,60,1,0,1,0,3,2,3,5,3,14,0,2,1,1,0
"Andalucía","2020-09-17T00:00:00.000Z",945,165,113,73,50,1,0,1,1,7,28,11,16,22,17,2,2,2,3,1
"Castilla y León","2020-09-17T00:00:00.000Z",496,125,100,65,108,0,1,0,3,6,13,4,11,17,26,1,0,1,1,0
"Cataluña","2020-09-17T00:00:00.000Z",844,162,93,68,57,0,0,0,0,8,6,6,7,8,13,0,0,0,0,0
"Extremadura","2020-09-17T00:00:00.000Z",162,29,26,23,17,0,0,0,2,2,1,2,3,5,5,1,0,1,0,0
"País Vasco","2020-09-17T00:00:00.000Z",382,97,44,20,20,0,1,1,4,17,4,3,6,6,11,0,1,1,1,0
"Galicia","2020-09-17T00:00:00.000Z",188,53,22,12,21,0,1,0,0,2,5,5,1,3,10,1,1,1,1,1
"Ceuta","2020-09-17T00:00:00.000Z",3,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Canarias","2020-09-17T00:00:00.000Z",113,25,11,13,10,0,0,0,1,1,1,9,3,0,5,0,2,0,3,0
"Aragón","2020-09-17T00:00:00.000Z",231,57,50,25,58,1,0,0,2,5,8,7,7,4,9,0,1,0,0,0
"La Rioja","2020-09-17T00:00:00.000Z",87,11,13,8,6,0,0,0,0,1,1,1,2,1,5,0,0,1,1,0
"Madrid","2020-09-17T00:00:00.000Z",3943,790,457,245,280,3,1,3,3,20,168,72,82,71,89,8,7,5,4,0
"Melilla","2020-09-17T00:00:00.000Z",2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Murcia","2020-09-17T00:00:00.000Z",477,82,38,20,11,0,0,1,1,0,13,6,3,2,6,1,1,0,1,0
"Navarra","2020-09-17T00:00:00.000Z",184,32,33,12,22,0,0,0,1,2,9,4,5,3,2,0,0,0,0,0
"no_ccaa","2020-09-17T00:00:00.000Z",53,8,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asturias","2020-09-17T00:00:00.000Z",54,18,15,4,2,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0
"Baleares","2020-09-17T00:00:00.000Z",161,22,16,14,6,0,0,1,0,1,4,5,5,2,5,0,0,3,0,0
"Cantabria","2020-09-17T00:00:00.000Z",33,8,6,5,1,0,2,1,0,0,1,3,1,2,1,0,0,1,0,0
"Com. Valenciana","2020-09-18T00:00:00.000Z",386,92,44,33,35,0,0,0,4,3,7,6,9,9,9,1,1,5,1,2
"Castilla-La Mancha","2020-09-18T00:00:00.000Z",614,114,73,68,110,0,1,0,0,6,4,3,9,8,12,0,0,0,0,0
"Andalucía","2020-09-18T00:00:00.000Z",1061,215,168,98,104,0,0,1,3,6,15,17,15,23,21,0,4,1,7,0
"Castilla y León","2020-09-18T00:00:00.000Z",494,135,79,54,121,0,0,0,0,9,9,12,9,21,21,0,0,2,4,0
"Cataluña","2020-09-18T00:00:00.000Z",1014,201,112,78,94,0,1,0,3,8,9,3,9,7,11,2,1,4,0,0
"Extremadura","2020-09-18T00:00:00.000Z",220,54,33,26,28,0,0,0,0,3,2,0,5,6,10,0,0,0,0,0
"País Vasco","2020-09-18T00:00:00.000Z",439,84,49,32,37,1,0,0,1,7,7,4,5,8,8,2,3,0,0,0
"Galicia","2020-09-18T00:00:00.000Z",139,49,26,17,19,0,0,0,0,4,1,1,4,2,7,1,0,2,1,1
"Ceuta","2020-09-18T00:00:00.000Z",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Canarias","2020-09-18T00:00:00.000Z",138,31,21,10,4,0,0,0,1,1,2,2,3,2,2,2,0,2,1,0
"Aragón","2020-09-18T00:00:00.000Z",273,49,42,29,36,0,0,0,2,6,6,3,5,9,19,0,0,0,1,1
"La Rioja","2020-09-18T00:00:00.000Z",96,20,13,10,7,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0
"Madrid","2020-09-18T00:00:00.000Z",5555,965,567,349,280,2,0,6,7,21,191,83,80,94,107,3,9,8,8,1
"Melilla","2020-09-18T00:00:00.000Z",19,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Murcia","2020-09-18T00:00:00.000Z",456,74,41,13,11,0,0,0,0,0,12,2,7,3,6,1,0,4,0,0
"Navarra","2020-09-18T00:00:00.000Z",205,50,23,23,21,0,0,0,0,3,7,5,2,1,6,1,0,0,0,0
"no_ccaa","2020-09-18T00:00:00.000Z",39,9,8,5,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Asturias","2020-09-18T00:00:00.000Z",64,15,12,3,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
"Baleares","2020-09-18T00:00:00.000Z",129,26,15,7,2,1,0,0,1,1,0,2,2,2,4,0,0,2,2,0
"Cantabria","2020-09-18T00:00:00.000Z",81,20,14,6,7,0,0,0,0,1,1,1,0,3,1,0,0,0,1,0
"Com. Valenciana","2020-09-19T00:00:00.000Z",264,63,43,31,24,0,0,1,0,1,7,8,5,6,8,0,1,4,0,1
"Castilla-La Mancha","2020-09-19T00:00:00.000Z",517,106,84,47,29,0,0,0,1,5,3,2,3,7,9,0,0,0,2,1
"Andalucía","2020-09-19T00:00:00.000Z",719,178,115,89,69,0,0,1,1,8,9,14,16,22,15,1,1,3,4,0
"Castilla y León","2020-09-19T00:00:00.000Z",468,112,81,46,72,0,0,0,0,7,6,9,7,7,22,0,3,1,5,0
"Cataluña","2020-09-19T00:00:00.000Z",379,72,50,30,28,0,0,2,2,6,3,2,5,7,10,0,0,0,0,0
"Extremadura","2020-09-19T00:00:00.000Z",132,25,19,18,13,0,0,0,0,1,1,1,1,4,5,0,0,0,0,0
"País Vasco","2020-09-19T00:00:00.000Z",361,51,45,27,21,0,0,0,1,9,7,3,2,5,9,0,1,0,0,0
"Galicia","2020-09-19T00:00:00.000Z",117,43,22,19,30,0,0,1,0,6,4,2,4,3,6,0,0,2,2,0
"Ceuta","2020-09-19T00:00:00.000Z",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Canarias","2020-09-19T00:00:00.000Z",129,29,18,7,4,1,1,0,0,2,1,1,2,4,1,0,1,0,0,0
"Aragón","2020-09-19T00:00:00.000Z",269,50,41,35,24,0,0,0,1,6,6,5,5,1,10,0,1,0,0,0
"La Rioja","2020-09-19T00:00:00.000Z",67,19,13,7,10,0,0,0,0,4,3,0,0,2,3,0,0,0,0,0
"Madrid","2020-09-19T00:00:00.000Z",1247,249,157,97,99,0,3,2,8,30,106,57,45,62,78,2,5,4,5,1
"Melilla","2020-09-19T00:00:00.000Z",15,5,4,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
"Murcia","2020-09-19T00:00:00.000Z",414,74,41,9,9,0,0,1,1,1,8,4,5,2,2,0,2,0,1,0
"Navarra","2020-09-19T00:00:00.000Z",141,21,10,14,10,0,0,0,0,2,6,2,1,5,1,0,2,0,0,0
"no_ccaa","2020-09-19T00:00:00.000Z",18,1,6,7,3,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0
"Asturias","2020-09-19T00:00:00.000Z",77,20,16,13,6,0,0,0,0,0,3,1,0,1,2,0,0,1,0,0
"Baleares","2020-09-19T00:00:00.000Z",84,15,12,4,9,0,0,0,0,4,0,4,3,5,4,0,2,1,0,1
"Cantabria","2020-09-19T00:00:00.000Z",43,11,4,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Com. Valenciana","2020-09-20T00:00:00.000Z",176,47,19,16,13,0,1,0,0,2,7,7,8,7,12,0,1,0,1,0
"Castilla-La Mancha","2020-09-20T00:00:00.000Z",316,55,50,34,31,0,0,0,3,9,4,2,2,3,8,0,0,1,0,1
"Andalucía","2020-09-20T00:00:00.000Z",480,103,65,39,58,1,1,1,0,10,15,8,11,13,15,0,2,5,1,0
"Castilla y León","2020-09-20T00:00:00.000Z",230,76,57,32,73,0,0,1,1,8,12,5,7,12,16,1,0,2,5,0
"Cataluña","2020-09-20T00:00:00.000Z",309,78,38,29,25,0,0,1,1,2,9,8,4,9,10,0,0,2,3,1
"Extremadura","2020-09-20T00:00:00.000Z",102,24,22,17,12,0,0,0,1,4,3,1,1,6,6,0,0,0,3,1
"País Vasco","2020-09-20T00:00:00.000Z",288,54,33,23,27,0,0,1,1,4,2,0,3,5,5,1,0,3,0,0
"Galicia","2020-09-20T00:00:00.000Z",103,26,15,15,19,0,0,0,0,3,2,1,4,1,11,0,2,0,0,0
"Ceuta","2020-09-20T00:00:00.000Z",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canarias","2020-09-20T00:00:00.000Z",77,13,17,4,5,0,0,0,0,1,5,2,3,1,4,1,0,2,0,0
"Aragón","2020-09-20T00:00:00.000Z",164,33,27,18,17,0,1,0,2,2,4,1,3,2,11,1,0,2,0,0
"La Rioja","2020-09-20T00:00:00.000Z",93,12,17,9,2,0,0,0,0,3,0,1,1,0,2,0,0,1,0,0
"Madrid","2020-09-20T00:00:00.000Z",787,183,104,60,74,0,0,6,5,22,100,49,53,29,56,2,6,5,7,0
"Melilla","2020-09-20T00:00:00.000Z",20,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Murcia","2020-09-20T00:00:00.000Z",194,39,16,12,10,0,0,0,1,0,11,0,2,3,2,1,2,0,1,0
"Navarra","2020-09-20T00:00:00.000Z",232,60,31,15,25,0,0,0,0,1,6,0,0,1,3,1,0,0,1,0
"no_ccaa","2020-09-20T00:00:00.000Z",27,3,5,2,0,0,0,0,0,0,3,0,2,1,1,0,0,1,0,0
"Asturias","2020-09-20T00:00:00.000Z",45,6,2,4,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
"Baleares","2020-09-20T00:00:00.000Z",49,14,5,3,7,0,0,0,0,4,3,1,3,4,2,0,0,1,1,0
"Cantabria","2020-09-20T00:00:00.000Z",40,9,7,6,5,0,0,0,0,0,0,1,2,2,4,0,0,0,0,0
"Com. Valenciana","2020-09-21T00:00:00.000Z",244,46,34,24,13,0,1,0,1,0,10,11,14,7,12,1,1,2,2,1
"Castilla-La Mancha","2020-09-21T00:00:00.000Z",290,79,42,22,27,0,0,4,1,5,8,8,1,6,7,1,1,2,0,1
"Andalucía","2020-09-21T00:00:00.000Z",524,116,109,69,68,0,0,3,3,10,12,12,18,18,28,0,2,0,2,1
"Castilla y León","2020-09-21T00:00:00.000Z",273,70,58,28,54,0,0,0,0,12,14,11,7,13,27,0,0,4,2,0
"Cataluña","2020-09-21T00:00:00.000Z",863,178,94,54,58,0,1,0,2,9,9,5,4,8,10,5,0,0,0,0
"Extremadura","2020-09-21T00:00:00.000Z",105,31,20,15,18,0,0,1,1,2,4,2,2,8,8,0,0,1,0,0
"País Vasco","2020-09-21T00:00:00.000Z",264,45,27,15,17,0,0,0,1,5,5,4,4,9,14,0,1,0,0,1
"Galicia","2020-09-21T00:00:00.000Z",164,30,14,11,12,0,0,0,0,1,5,1,6,6,7,0,0,1,0,1
"Ceuta","2020-09-21T00:00:00.000Z",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canarias","2020-09-21T00:00:00.000Z",107,28,14,12,9,0,0,0,1,1,4,4,3,1,4,0,1,0,1,0
"Aragón","2020-09-21T00:00:00.000Z",158,37,37,28,39,0,1,2,0,7,3,2,8,4,14,0,0,1,1,0
"La Rioja","2020-09-21T00:00:00.000Z",21,4,0,5,1,1,0,0,0,3,1,2,1,1,3,0,0,1,0,0
"Madrid","2020-09-21T00:00:00.000Z",1502,331,198,147,123,0,5,4,9,16,155,88,80,72,77,3,8,11,6,2
"Melilla","2020-09-21T00:00:00.000Z",22,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Murcia","2020-09-21T00:00:00.000Z",221,34,20,9,5,0,0,2,0,1,9,7,8,2,4,0,1,1,0,1
"Navarra","2020-09-21T00:00:00.000Z",276,45,23,11,7,0,1,0,1,3,4,5,2,1,4,0,0,0,0,0
"no_ccaa","2020-09-21T00:00:00.000Z",33,8,11,3,1,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0
"Asturias","2020-09-21T00:00:00.000Z",42,5,9,10,2,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0
"Baleares","2020-09-21T00:00:00.000Z",81,19,6,4,3,0,0,0,0,5,1,0,2,1,5,0,0,1,0,0
"Cantabria","2020-09-21T00:00:00.000Z",35,4,3,7,2,0,0,0,1,1,3,0,2,2,2,0,0,0,1,0
"Com. Valenciana","2020-09-22T00:00:00.000Z",362,86,46,28,21,0,0,1,5,4,12,7,7,9,6,1,1,2,1,0
"Castilla-La Mancha","2020-09-22T00:00:00.000Z",489,88,67,48,32,0,0,1,2,5,3,1,5,8,15,0,0,2,1,0
"Andalucía","2020-09-22T00:00:00.000Z",862,168,103,96,84,2,1,3,3,8,18,13,18,22,30,0,2,1,4,0
"Castilla y León","2020-09-22T00:00:00.000Z",394,96,97,62,64,0,0,0,1,6,6,5,12,7,21,0,1,1,1,1
"Cataluña","2020-09-22T00:00:00.000Z",899,164,103,72,79,0,0,1,0,4,6,8,8,7,12,1,0,3,3,0
"Extremadura","2020-09-22T00:00:00.000Z",121,20,27,14,30,0,0,0,1,5,1,2,2,4,9,0,0,0,0,0
"País Vasco","2020-09-22T00:00:00.000Z",299,59,45,29,41,0,0,2,0,6,4,6,4,6,9,1,1,0,0,0
"Galicia","2020-09-22T00:00:00.000Z",143,29,27,27,70,0,0,0,0,1,7,0,5,1,12,0,0,1,1,1
"Ceuta","2020-09-22T00:00:00.000Z",7,2,4,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"Canarias","2020-09-22T00:00:00.000Z",110,25,14,4,3,0,0,1,1,0,0,1,6,1,3,1,0,2,0,0
"Aragón","2020-09-22T00:00:00.000Z",151,39,24,19,24,0,1,2,1,6,3,5,5,12,13,0,0,1,0,0
"La Rioja","2020-09-22T00:00:00.000Z",49,17,9,4,4,0,0,0,2,0,1,5,3,1,5,0,0,0,0,0
"Madrid","2020-09-22T00:00:00.000Z",3761,769,472,239,216,0,3,2,8,24,169,92,85,72,100,7,4,16,6,1
"Melilla","2020-09-22T00:00:00.000Z",35,7,5,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
"Murcia","2020-09-22T00:00:00.000Z",348,65,20,12,3,0,1,1,0,1,9,9,9,2,4,0,0,0,0,0
"Navarra","2020-09-22T00:00:00.000Z",301,66,37,14,8,0,0,1,0,0,8,4,2,3,10,0,1,0,1,0
"no_ccaa","2020-09-22T00:00:00.000Z",38,8,2,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0
"Asturias","2020-09-22T00:00:00.000Z",53,9,7,9,2,0,0,0,0,0,0,1,1,2,3,0,0,1,1,0
"Baleares","2020-09-22T00:00:00.000Z",105,23,17,11,10,0,0,0,2,4,3,3,1,4,2,0,0,3,0,0
"Cantabria","2020-09-22T00:00:00.000Z",28,14,19,2,4,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0
"Com. Valenciana","2020-09-23T00:00:00.000Z",335,86,50,30,16,0,0,0,1,5,4,6,9,4,3,0,1,0,0,0
"Castilla-La Mancha","2020-09-23T00:00:00.000Z",585,120,78,53,58,0,0,0,0,3,5,2,7,8,11,0,0,1,0,0
"Andalucía","2020-09-23T00:00:00.000Z",841,184,132,80,66,0,1,0,4,9,28,4,13,16,18,1,3,1,2,1
"Castilla y León","2020-09-23T00:00:00.000Z",504,140,101,74,104,0,0,1,2,9,10,7,9,20,25,0,0,3,2,1
"Cataluña","2020-09-23T00:00:00.000Z",1007,146,97,58,70,0,0,0,2,6,12,3,6,10,14,0,1,0,2,0
"Extremadura","2020-09-23T00:00:00.000Z",93,30,21,11,35,0,1,0,0,3,1,5,6,3,11,1,0,0,0,0
"País Vasco","2020-09-23T00:00:00.000Z",388,60,55,34,45,0,0,0,1,12,6,5,4,7,15,0,0,2,2,0
"Galicia","2020-09-23T00:00:00.000Z",103,24,18,19,33,0,0,0,1,2,1,3,4,0,6,0,0,0,1,0
"Ceuta","2020-09-23T00:00:00.000Z",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Canarias","2020-09-23T00:00:00.000Z",101,20,13,11,3,0,0,0,0,0,7,1,4,1,3,1,0,3,0,1
"Aragón","2020-09-23T00:00:00.000Z",156,30,24,15,16,0,0,0,2,5,3,3,6,6,11,0,0,1,0,0
"La Rioja","2020-09-23T00:00:00.000Z",76,14,8,5,7,0,0,0,0,1,2,1,1,2,1,0,0,0,1,0
"Madrid","2020-09-23T00:00:00.000Z",3413,705,396,267,229,1,0,3,5,24,126,77,88,61,106,8,10,10,4,2
"Melilla","2020-09-23T00:00:00.000Z",21,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Murcia","2020-09-23T00:00:00.000Z",356,50,27,12,10,0,0,0,0,3,16,3,5,4,3,0,2,3,1,0
"Navarra","2020-09-23T00:00:00.000Z",266,39,32,6,17,0,0,0,0,0,5,1,2,1,1,0,0,0,0,0
"no_ccaa","2020-09-23T00:00:00.000Z",47,5,5,9,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
"Asturias","2020-09-23T00:00:00.000Z",58,13,17,5,6,0,0,0,0,0,2,0,3,1,3,0,0,0,0,0
"Baleares","2020-09-23T00:00:00.000Z",124,19,8,10,7,0,0,0,1,0,1,0,4,2,2,0,0,0,0,0
"Cantabria","2020-09-23T00:00:00.000Z",33,14,12,4,3,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0
"Com. Valenciana","2020-09-24T00:00:00.000Z",372,74,33,24,21,0,0,0,1,1,8,9,8,5,5,2,2,0,1,0
"Castilla-La Mancha","2020-09-24T00:00:00.000Z",545,99,75,43,54,0,0,1,3,8,4,6,6,7,16,0,1,2,0,0
"Andalucía","2020-09-24T00:00:00.000Z",972,199,133,95,99,0,0,0,2,9,18,18,18,25,33,1,0,2,2,0
"Castilla y León","2020-09-24T00:00:00.000Z",595,157,123,80,101,0,0,0,3,6,12,6,8,14,18,2,0,3,2,0
"Cataluña","2020-09-24T00:00:00.000Z",647,94,71,39,32,1,0,2,1,9,6,5,6,3,19,1,0,1,0,0
"Extremadura","2020-09-24T00:00:00.000Z",161,28,35,21,66,0,0,0,1,3,4,3,4,5,7,0,1,0,1,1
"País Vasco","2020-09-24T00:00:00.000Z",269,67,39,34,26,0,0,2,1,4,5,2,6,4,10,1,0,2,0,0
"Galicia","2020-09-24T00:00:00.000Z",161,39,23,15,16,0,0,1,0,1,1,1,3,0,10,0,1,0,0,0
"Ceuta","2020-09-24T00:00:00.000Z",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canarias","2020-09-24T00:00:00.000Z",193,26,22,8,6,0,1,2,1,2,1,5,2,4,3,0,1,1,1,0
"Aragón","2020-09-24T00:00:00.000Z",275,65,30,15,34,0,0,1,2,5,3,7,11,4,15,0,0,1,1,0
"La Rioja","2020-09-24T00:00:00.000Z",83,12,17,14,10,0,0,0,0,1,0,1,1,1,4,0,0,0,0,0
"Madrid","2020-09-24T00:00:00.000Z",3312,587,356,215,203,3,0,0,14,33,147,79,51,58,93,1,6,8,6,0
"Melilla","2020-09-24T00:00:00.000Z",17,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Murcia","2020-09-24T00:00:00.000Z",495,88,41,24,17,0,0,1,0,2,13,7,7,6,2,1,0,5,0,0
"Navarra","2020-09-24T00:00:00.000Z",231,52,18,16,18,0,0,0,1,0,6,2,2,1,4,1,0,1,0,0
"no_ccaa","2020-09-24T00:00:00.000Z",54,6,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Asturias","2020-09-24T00:00:00.000Z",60,9,8,7,7,0,0,1,0,0,4,1,3,2,5,0,0,0,0,0
"Baleares","2020-09-24T00:00:00.000Z",85,20,17,5,4,0,0,0,0,3,2,0,2,3,1,1,0,0,0,0
"Cantabria","2020-09-24T00:00:00.000Z",48,11,4,4,2,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0
"Com. Valenciana","2020-09-25T00:00:00.000Z",346,71,42,34,22,0,1,0,1,4,8,4,6,6,7,4,0,1,1,0
"Castilla-La Mancha","2020-09-25T00:00:00.000Z",494,97,69,47,95,0,1,0,0,4,1,4,4,5,13,0,0,2,1,0
"Andalucía","2020-09-25T00:00:00.000Z",961,214,123,55,81,1,0,0,1,14,19,19,15,22,22,2,0,3,2,0
"Castilla y León","2020-09-25T00:00:00.000Z",585,120,99,94,93,0,0,1,2,11,13,9,12,19,29,2,0,4,0,0
"Cataluña","2020-09-25T00:00:00.000Z",919,171,91,62,52,0,0,1,1,8,3,7,5,6,17,1,0,0,0,0
"Extremadura","2020-09-25T00:00:00.000Z",124,34,22,8,14,0,0,1,0,5,0,2,4,0,8,0,1,0,0,0
"País Vasco","2020-09-25T00:00:00.000Z",295,70,34,24,20,0,0,2,1,9,4,6,5,4,7,0,1,1,3,0
