ccaa,fecha,cases_50to59,cases_60to69,cases_70to79,cases_above80,cases_under50,deaths_under50,deaths_50to59,deaths_60to69,deaths_70to79,deaths_above80,hosp_under50,hosp_50to59,hosp_60to69,hosp_70to79,hosp_above80,uci_under50,uci_50to59,uci_60to69,uci_70to79,uci_above80
Aragón,2020-09-19,47,39,33,25,250,0,0,0,1,6,6,5,5,1,10,2,1,0,0,0
Canarias,2020-09-19,29,18,8,4,133,1,1,0,0,2,1,1,2,5,2,0,1,1,3,0
Ceuta,2020-09-19,2,2,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Galicia,2020-09-19,48,23,19,30,123,0,0,1,0,6,4,2,4,3,6,0,0,2,2,0
País Vasco,2020-09-19,49,44,27,21,342,0,0,0,1,9,7,3,2,5,9,0,1,0,0,0
Extremadura,2020-09-19,25,19,18,13,132,0,0,0,0,1,1,1,1,4,5,0,0,0,0,0
Cataluña,2020-09-19,75,50,30,28,387,0,0,2,2,6,3,2,5,7,10,0,0,0,0,0
C.León,2020-09-19,112,81,46,72,468,0,0,0,0,7,6,9,7,7,22,0,3,1,5,0
Andalucía,2020-09-19,173,112,87,66,700,0,0,2,1,7,8,14,16,22,13,1,1,3,3,0
C.Mancha,2020-09-19,107,85,48,30,519,0,0,0,1,7,11,5,8,8,14,0,1,0,2,1
C.Valenciana,2020-09-19,63,43,31,24,264,0,0,1,0,1,7,8,5,6,8,0,1,4,0,1
Cantabria,2020-09-18,20,14,6,7,81,0,0,0,0,1,1,1,0,4,1,0,0,0,1,0
Baleares,2020-09-18,26,15,7,2,129,1,0,0,1,1,0,2,2,2,4,0,0,2,2,0
Asturias,2020-09-18,15,12,3,2,64,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
no_ccaa,2020-09-18,7,8,5,2,38,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Navarra,2020-09-18,50,23,23,21,205,0,0,0,0,3,7,5,2,1,6,2,0,0,0,0
Murcia,2020-09-18,74,41,13,11,456,0,0,0,0,0,12,2,7,3,6,1,0,4,0,0
Melilla,2020-09-18,4,0,2,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Madrid,2020-09-18,949,563,350,278,5493,2,0,6,7,21,92,59,71,78,94,3,8,11,6,2
La Rioja,2020-09-18,20,13,10,7,96,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0
Aragón,2020-09-18,48,45,31,36,256,0,0,0,2,6,6,3,5,9,19,0,0,0,1,1
Canarias,2020-09-18,31,21,10,4,140,0,0,0,1,1,2,2,3,2,2,0,2,0,0,0
Ceuta,2020-09-18,2,1,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Galicia,2020-09-18,49,26,16,19,139,0,0,0,0,4,1,1,4,2,7,1,0,2,1,1
País Vasco,2020-09-18,83,48,30,37,415,1,0,0,1,7,7,4,5,8,8,2,3,0,0,0
Extremadura,2020-09-18,54,33,26,28,220,0,0,0,0,3,2,0,5,6,10,0,0,0,0,0
Cataluña,2020-09-18,202,113,79,95,1029,0,1,0,3,8,9,3,9,7,11,2,1,4,0,0
C.León,2020-09-18,136,79,54,121,493,0,0,0,0,9,9,12,9,21,21,0,0,2,4,0
Andalucía,2020-09-18,207,167,94,99,1036,0,0,1,3,7,16,16,16,22,22,0,3,1,7,0
C.Mancha,2020-09-18,114,74,67,111,617,0,1,0,0,5,14,5,17,12,25,0,1,1,1,0
C.Valenciana,2020-09-18,92,44,33,35,386,0,0,0,4,3,7,6,9,9,9,1,1,5,1,2
Cantabria,2020-09-17,8,6,5,1,33,0,2,1,0,0,1,4,1,2,1,0,0,1,0,0
Baleares,2020-09-17,22,16,14,6,161,0,0,1,0,1,4,5,5,2,5,0,0,3,0,0
Asturias,2020-09-17,18,15,4,2,54,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0
no_ccaa,2020-09-17,6,6,3,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2020-09-17,32,33,12,22,184,0,0,0,1,2,9,4,5,3,2,0,0,0,0,0
Murcia,2020-09-17,82,38,20,11,477,0,0,1,1,0,13,6,3,2,6,1,1,0,1,0
Melilla,2020-09-17,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Madrid,2020-09-17,778,456,244,280,3911,3,1,3,3,20,99,50,61,64,68,7,6,6,5,0
La Rioja,2020-09-17,11,13,8,6,87,0,0,0,0,1,1,1,2,1,5,0,0,1,1,0
Aragón,2020-09-17,54,47,26,54,222,1,0,0,2,5,7,7,7,4,9,0,1,0,0,0
Canarias,2020-09-17,25,11,13,10,113,0,0,0,1,1,1,9,3,0,5,0,3,0,1,0
Ceuta,2020-09-17,2,2,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Galicia,2020-09-17,54,22,12,22,187,0,1,0,0,2,5,5,1,3,10,1,1,1,1,1
País Vasco,2020-09-17,96,43,19,20,370,0,1,1,4,18,4,3,6,6,11,0,1,1,1,0
Extremadura,2020-09-17,29,26,24,17,162,0,0,0,2,2,1,2,3,5,5,1,0,1,0,0
Cataluña,2020-09-17,162,93,68,57,860,0,0,0,0,8,6,6,7,8,13,0,0,0,0,0
C.León,2020-09-17,125,100,65,108,497,0,1,0,3,6,13,4,11,17,26,1,0,1,1,0
Andalucía,2020-09-17,164,110,72,47,946,1,0,1,1,7,29,11,14,21,16,2,2,2,3,1
C.Mancha,2020-09-17,101,92,50,60,610,1,0,1,0,5,8,9,14,7,20,1,2,3,1,0
C.Valenciana,2020-09-17,75,42,31,27,325,0,1,0,1,5,5,6,9,8,10,0,1,1,3,2
Cantabria,2020-09-16,21,20,8,5,68,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
Baleares,2020-09-16,29,27,16,24,185,0,0,1,0,1,1,1,1,4,6,1,2,0,0,0
Asturias,2020-09-16,16,10,4,4,45,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
no_ccaa,2020-09-16,12,6,9,3,34,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0
Navarra,2020-09-16,39,9,11,10,160,0,0,0,1,1,6,3,2,2,8,0,1,3,1,0
Murcia,2020-09-16,61,23,12,5,342,0,0,0,0,0,8,11,5,13,2,0,3,1,0,0
Melilla,2020-09-16,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Madrid,2020-09-16,776,467,275,227,4040,0,1,5,2,19,83,47,60,59,78,7,3,6,5,3
La Rioja,2020-09-16,18,26,8,9,105,0,0,0,1,2,2,1,1,1,5,1,0,0,2,0
Aragón,2020-09-16,52,32,19,19,199,0,0,1,0,3,4,4,3,11,18,0,0,0,1,0
Canarias,2020-09-16,23,12,5,8,104,0,0,0,1,0,5,2,4,1,4,0,1,0,0,0
Ceuta,2020-09-16,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Galicia,2020-09-16,32,29,12,18,142,0,1,0,2,2,6,4,3,11,4,0,1,1,0,0
País Vasco,2020-09-16,98,65,43,44,375,1,0,0,2,11,3,6,7,6,15,0,2,1,1,0
Extremadura,2020-09-16,39,31,12,18,159,0,0,0,1,1,3,4,5,3,5,0,0,0,0,0
Cataluña,2020-09-16,213,121,71,59,987,0,1,1,2,6,5,7,7,11,10,0,1,1,1,1
C.León,2020-09-16,111,81,56,49,498,0,0,0,1,3,9,11,7,15,24,1,2,0,2,0
Andalucía,2020-09-16,232,129,98,94,918,0,1,0,4,6,16,16,12,19,29,1,3,3,2,1
C.Mancha,2020-09-16,122,91,45,46,540,0,0,0,3,9,7,9,10,13,17,0,2,1,4,0
C.Valenciana,2020-09-16,93,59,27,23,412,0,1,0,0,8,13,9,3,5,11,1,1,1,0,0
Cantabria,2020-09-15,9,12,5,6,53,0,0,0,0,1,0,1,3,2,2,0,0,1,0,0
Baleares,2020-09-15,27,17,19,29,151,0,0,1,1,9,4,3,2,5,3,0,1,3,1,0
Asturias,2020-09-15,11,13,11,2,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
no_ccaa,2020-09-15,5,3,5,5,28,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Navarra,2020-09-15,37,24,13,14,211,0,0,0,0,1,9,4,5,2,4,0,1,0,0,0
Murcia,2020-09-15,75,25,10,6,361,0,0,0,2,5,8,7,1,4,3,0,1,0,0,1
Melilla,2020-09-15,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Madrid,2020-09-15,806,505,301,265,4487,0,3,2,7,20,83,68,54,61,104,7,3,12,7,1
La Rioja,2020-09-15,6,8,4,3,48,0,0,0,0,2,1,0,0,2,3,0,0,0,1,0
Aragón,2020-09-15,46,29,19,24,170,0,1,0,2,8,8,7,4,8,17,0,4,2,0,0
Canarias,2020-09-15,28,20,14,6,113,1,0,1,0,0,4,3,0,5,2,1,0,0,3,0
Ceuta,2020-09-15,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Galicia,2020-09-15,26,20,12,11,97,0,0,0,0,3,3,1,4,5,8,1,0,1,0,0
País Vasco,2020-09-15,74,52,32,30,293,0,0,1,2,9,5,10,12,9,14,1,1,0,1,0
Extremadura,2020-09-15,41,26,13,8,138,0,0,1,0,0,1,3,3,4,3,0,1,0,0,0
Cataluña,2020-09-15,177,116,72,78,1072,0,0,2,1,4,16,12,7,14,8,2,4,0,0,0
C.León,2020-09-15,116,85,63,85,502,0,0,0,1,7,7,4,13,7,16,3,0,0,1,0
Andalucía,2020-09-15,170,104,62,59,678,0,2,2,3,10,28,10,14,14,29,2,1,1,4,0
