ccaa,dose1_80,pop_80,perc_80,dose1_70,pop_70,perc_70,dose1_60,perc_60,dose1_50,pop_50,perc_50,dose1_25,pop_25,perc_25,dose1_18,pop_18,perc_18,dose1_16,pop_16,perc_16,dose1_total,pop_total,perc_total,fecha
"Cataluña","422.392","447.196","94,5%","119.350","837.584","18,8%","279.798","33,4%","129.891","1.091.780","11,9%","289.166","2.803.626","10,3%","35.062","556.316","6,3%","309","159.864","0,2%","1.275.968","6.531.658","19,5%","2021-04-11T22:00:00.000Z"
"Cataluña","422.747","447.196","94,5%","120.362","837.584","18,9%","330.507","39,5%","130.503","1.091.780","12,0%","289.885","2.803.626","10,3%","35.111","556.316","6,3%","309","159.864","0,2%","1.329.424","6.531.658","20,4%","2021-04-12T22:00:00.000Z"
"Cataluña","426.748","447.196","95,4%","150.499","837.584","23,7%","346.401","41,4%","131.126","1.091.780","12,0%","290.768","2.803.626","10,4%","35.212","556.316","6,3%","311","159.864","0,2%","1.381.065","6.531.658","21,1%","2021-04-13T22:00:00.000Z"
"Cataluña","431.740","447.196","96,5%","197.169","837.584","31,0%","363.371","43,4%","132.087","1.091.780","12,1%","292.030","2.803.626","10,4%","35.402","556.316","6,4%","315","159.864","0,2%","1.452.114","6.531.658","22,2%","2021-04-14T22:00:00.000Z"
"Cataluña","434.701","447.196","97,2%","239.424","837.584","37,7%","383.911","45,8%","133.071","1.091.780","12,2%","293.412","2.803.626","10,5%","35.555","556.316","6,4%","322","159.864","0,2%","1.520.396","6.531.658","23,3%","2021-04-15T22:00:00.000Z"
"Cataluña","436.707","447.196","97,7%","265.974","837.584","41,9%","405.818","48,5%","133.913","1.091.780","12,3%","294.581","2.803.626","10,5%","35.741","556.316","6,4%","326","159.864","0,2%","1.573.060","6.531.658","24,1%","2021-04-18T22:00:00.000Z"
"Cataluña","436.841","447.196","97,7%","267.064","837.584","42,0%","414.020","49,4%","134.776","1.091.780","12,3%","295.855","2.803.626","10,6%","35.909","556.316","6,5%","326","159.864","0,2%","1.584.791","6.531.658","24,3%","2021-04-19T22:00:00.000Z"
"Cataluña","438.117","447.196","98,0%","280.460","837.584","44,1%","424.499","50,7%","135.660","1.091.780","12,4%","297.213","2.803.626","10,6%","36.103","556.316","6,5%","329","159.864","0,2%","1.612.381","6.531.658","24,7%","2021-04-20T22:00:00.000Z"
"Cataluña","439.426","447.196","98,3%","295.285","837.584","46,5%","433.019","51,7%","136.470","1.091.780","12,5%","298.502","2.803.626","10,6%","36.242","556.316","6,5%","335","159.864","0,2%","1.639.279","6.531.658","25,1%","2021-04-21T22:00:00.000Z"
"Cataluña","441.055","447.196","98,6%","315.523","837.584","49,7%","447.007","53,4%","137.308","1.091.780","12,6%","299.661","2.803.626","10,7%","36.436","556.316","6,5%","338","159.864","0,2%","1.677.328","6.531.658","25,7%","2021-04-22T22:00:00.000Z"
"Cataluña","442.278","447.196","98,9%","336.785","837.584","53,0%","462.569","55,2%","138.231","1.091.780","12,7%","300.876","2.803.626","10,7%","36.921","556.316","6,6%","343","159.864","0,2%","1.718.003","6.531.658","26,3%","2021-04-25T22:00:00.000Z"
"Cataluña","442.357","447.196","98,9%","343.157","837.584","54,0%","478.019","57,1%","138.820","1.091.780","12,7%","301.704","2.803.626","10,8%","37.176","556.316","6,7%","366","159.864","0,2%","1.741.599","6.531.658","26,7%","2021-04-26T22:00:00.000Z"
"Cataluña","443.077","447.196","99,1%","359.568","837.584","56,6%","489.255","58,4%","139.667","1.091.780","12,8%","303.091","2.803.626","10,8%","37.362","556.316","6,7%","369","159.864","0,2%","1.772.389","6.531.658","27,1%","2021-04-27T22:00:00.000Z"
"Cataluña","443.583","447.196","99,2%","367.294","837.584","57,8%","500.854","59,8%","140.322","1.091.780","12,9%","304.037","2.803.626","10,8%","37.467","556.316","6,7%","372","159.864","0,2%","1.793.929","6.531.658","27,5%","2021-04-28T22:00:00.000Z"
"Cataluña","444.256","447.196","99,3%","376.262","837.584","59,2%","511.683","61,1%","141.648","1.091.780","13,0%","308.108","2.803.626","11,0%","38.370","556.316","6,9%","386","159.864","0,2%","1.820.713","6.531.658","27,9%","2021-04-29T22:00:00.000Z"
"Cataluña","446.037","447.196","99,7%","443.779","837.584","69,9%","520.353","62,1%","143.339","1.091.780","13,1%","312.678","2.803.626","11,2%","39.823","556.316","7,2%","428","159.864","0,3%","1.906.437","6.531.658","29,2%","2021-05-02T22:00:00.000Z"
"Cataluña","446.557","447.196","99,9%","468.300","837.584","73,7%","533.489","63,7%","144.835","1.091.780","13,3%","315.228","2.803.626","11,2%","40.098","556.316","7,2%","438","159.864","0,3%","1.948.945","6.531.658","29,8%","2021-05-03T22:00:00.000Z"
"Cataluña","447.024","447.196","100,0%","480.388","837.584","75,6%","557.210","66,5%","146.550","1.091.780","13,4%","317.347","2.803.626","11,3%","40.259","556.316","7,2%","440","159.864","0,3%","1.989.218","6.531.658","30,5%","2021-05-04T22:00:00.000Z"
"Cataluña","447.433","447.196","100,0%","490.832","837.584","77,3%","579.852","69,2%","148.384","1.091.780","0","319.124","2.803.626","11,4%","40.490","556.316","7,3%","447","159.864","0,3%","2.026.562","6.531.658","31,0%","2021-05-05T22:00:00.000Z"
"Cataluña","448.080","447.196","100,0%","501.550","837.584","78,9%","598.934","71,5%","151.396","1.091.780","0","320.334","2.803.626","11,4%","40.696","556.316","7,3%","450","159.864","0,3%","2.061.440","6.531.658","31,6%","2021-05-06T22:00:00.000Z"
"Cataluña","449.050","447.196","100,0%","555.268","837.584","87,4%","618.760","73,9%","163.492","1.091.780","0","321.740","2.803.626","11,5%","41.013","556.316","7,4%","462","159.864","0,3%","2.149.785","6.531.658","32,9%","2021-05-09T22:00:00.000Z"
"Cataluña","449.337","447.196","100,0%","564.365","837.584","88,8%","639.027","76,3%","170.389","1.091.780","0","322.597","2.803.626","11,5%","41.242","556.316","7,4%","472","159.864","0,3%","2.187.429","6.531.658","33,5%","2021-05-10T22:00:00.000Z"
"Cataluña","449.593","447.196","100,0%","569.724","837.584","89,7%","644.305","76,9%","208.337","1.091.780","0","323.720","2.803.626","11,5%","41.505","556.316","7,5%","473","159.864","0,3%","2.237.657","6.531.658","34,3%","2021-05-11T22:00:00.000Z"
"Cataluña","450.129","447.196","100,0%","576.233","837.584","90,7%","649.585","77,6%","250.895","1.091.780","0","325.439","2.803.626","11,6%","41.886","556.316","7,5%","492","159.864","0,3%","2.294.659","6.531.658","35,1%","2021-05-12T22:00:00.000Z"
"Cataluña","450.521","447.196","100,0%","580.613","837.584","91,4%","655.622","78,3%","291.558","1.091.780","0","327.265","2.803.626","11,7%","42.244","556.316","7,6%","505","159.864","0,3%","2.348.328","6.531.658","36,0%","2021-05-13T22:00:00.000Z"
