ccaa,dose1_80,pop_80,perc_80,dose1_70,pop_70,perc_70,dose1_60,perc_60,dose1_50,pop_50,perc_50,dose1_25,pop_25,perc_25,dose1_18,pop_18,perc_18,dose1_16,pop_16,perc_16,dose1_total,pop_total,perc_total,fecha
"Com. Valenciana","290.296","276.531","100,0%","388.466","580.728","88,7%","329.385","56,7%","98.668","752.334","0","207.324","1.765.967","11,7%","18.153","352.834","5,1%","143","103.049","0,1%","1.332.435","4.269.305","31,2%","2021-05-05T22:00:00.000Z"
"Com. Valenciana","290.610","276.531","100,0%","392.375","580.728","89,6%","345.147","59,4%","99.087","752.334","0","207.725","1.765.967","11,8%","18.203","352.834","5,2%","149","103.049","0,1%","1.353.296","4.269.305","31,7%","2021-05-06T22:00:00.000Z"
"Com. Valenciana","291.020","276.531","100,0%","397.254","580.728","90,7%","360.864","62,1%","99.340","752.334","0","208.002","1.765.967","11,8%","18.241","352.834","5,2%","153","103.049","0,1%","1.374.874","4.269.305","32,2%","2021-05-09T22:00:00.000Z"
"Com. Valenciana","291.158","276.531","100,0%","399.265","580.728","91,2%","390.001","67,2%","99.435","752.334","0","208.140","1.765.967","11,8%","18.258","352.834","5,2%","153","103.049","0,1%","1.406.410","4.269.305","32,9%","2021-05-10T22:00:00.000Z"
"Com. Valenciana","291.423","276.531","100,0%","402.691","580.728","92,0%","424.031","73,0%","99.590","752.334","0","208.311","1.765.967","11,8%","18.289","352.834","5,2%","154","103.049","0,1%","1.444.489","4.269.305","33,8%","2021-05-11T22:00:00.000Z"
"Com. Valenciana","291.626","276.531","100,0%","406.666","580.728","92,9%","462.789","79,7%","99.936","752.334","0","208.561","1.765.967","11,8%","18.313","352.834","5,2%","156","103.049","0,2%","1.488.047","4.269.305","34,9%","2021-05-12T22:00:00.000Z"
"Com. Valenciana","291.884","276.531","100,0%","411.105","580.728","93,9%","479.919","82,6%","100.539","752.334","0","208.769","1.765.967","11,8%","18.341","352.834","5,2%","159","103.049","0,2%","1.510.716","4.269.305","35,4%","2021-05-13T22:00:00.000Z"
"Com. Valenciana","292.218","276.531","100,0%","415.240","580.728","94,8%","495.360","85,3%","103.114","752.334","13,7%","209.137","1.765.967","11,8%","18.391","352.834","5,2%","162","103.049","0,2%","1.533.622","4.269.305","35,9%","2021-05-16T22:00:00.000Z"
"Com. Valenciana","292.265","276.531","100,0%","416.035","580.728","95,0%","496.765","85,5%","122.329","752.334","16,3%","209.592","1.765.967","11,9%","18.667","352.834","5,3%","163","103.049","0,2%","1.555.816","4.269.305","36,4%","2021-05-17T22:00:00.000Z"
"Com. Valenciana","292.510","276.531","100,0%","419.644","580.728","95,8%","501.079","86,3%","181.723","752.334","24,2%","211.489","1.765.967","12,0%","19.516","352.834","5,5%","167","103.049","0,2%","1.626.128","4.269.305","38,1%","2021-05-19T22:00:00.000Z"
"Com. Valenciana","292.685","276.531","100,0%","420.993","580.728","96,1%","504.404","86,9%","217.933","752.334","29,0%","212.359","1.765.967","12,0%","19.914","352.834","5,6%","172","103.049","0,2%","1.668.460","4.269.305","39,1%","2021-05-20T22:00:00.000Z"
"Com. Valenciana","292.685","276.531","100,0%","420.993","580.728","96,1%","504.404","86,9%","217.933","752.334","29,0%","212.359","1.765.967","12,0%","19.914","352.834","5,6%","172","103.049","0,2%","1.668.460","4.269.305","39,1%","2021-05-23T22:00:00.000Z"
"Com. Valenciana","293.198","276.531","100,0%","423.219","580.728","96,7%","509.352","87,7%","276.730","752.334","36,8%","213.488","1.765.967","12,1%","20.923","352.834","5,9%","186","103.049","0,2%","1.737.096","4.269.305","40,7%","2021-05-24T22:00:00.000Z"
"Com. Valenciana","293.225","276.531","100,0%","423.503","580.728","96,7%","510.311","87,9%","294.339","752.334","39,1%","213.663","1.765.967","12,1%","20.941","352.834","5,9%","186","103.049","0,2%","1.756.168","4.269.305","41,1%","2021-05-25T22:00:00.000Z"
"Com. Valenciana","293.263","276.531","100,0%","423.764","580.728","96,8%","511.512","88,1%","333.354","752.334","44,3%","214.259","1.765.967","12,1%","21.009","352.834","6,0%","188","103.049","0,2%","1.797.349","4.269.305","42,1%","2021-05-26T22:00:00.000Z"
"Com. Valenciana","293.321","276.531","100,0%","424.037","580.728","96,8%","512.687","88,3%","338.175","752.334","45,0%","214.656","1.765.967","12,2%","21.063","352.834","6,0%","188","103.049","0,2%","1.804.127","4.269.305","42,3%","2021-05-27T22:00:00.000Z"
"Com. Valenciana","293.501","276.531","100,0%","424.805","580.728","97,0%","515.615","88,8%","342.518","752.334","45,5%","215.003","1.765.967","12,2%","21.148","352.834","6,0%","188","103.049","0,2%","1.812.778","4.269.305","42,5%","2021-05-30T22:00:00.000Z"
"Com. Valenciana","293.549","276.531","100,0%","425.000","580.728","97,1%","516.950","89,0%","348.568","752.334","46,3%","215.605","1.765.967","12,2%","21.194","352.834","6,0%","189","103.049","0,2%","1.821.055","4.269.305","42,7%","2021-05-31T22:00:00.000Z"
"Com. Valenciana","293.635","276.531","100,0%","425.427","580.728","97,2%","518.422","89,3%","378.843","752.334","50,4%","215.898","1.765.967","12,2%","21.236","352.834","6,0%","191","103.049","0,2%","1.853.652","4.269.305","43,4%","2021-06-01T22:00:00.000Z"
"Com. Valenciana","293.714","276.531","100,0%","425.830","580.728","97,3%","519.774","89,5%","421.584","752.334","56,0%","216.448","1.765.967","12,3%","21.315","352.834","6,0%","195","103.049","0,2%","1.898.860","4.269.305","44,5%","2021-06-02T22:00:00.000Z"
"Com. Valenciana","293.774","100,0%","426.114","97,3%","64,9%","89,8%","488.453","109.833","12,9%","107.950","11,8%","21.629","6,1%","196","0,2%","1.969.186","4.269.305","46,1%",,,,,,"2021-06-03T22:00:00.000Z"
"Extremadura","62.671","76.005","82,5%","4.183","125.297","4,6%","18.622","14,9%","19.884","169.216","11,8%","37.612","351.778","10,7%","1.845","76.088","2,4%","41","20.953","0,2%","144.858","911.213","15,9%","2021-03-30T22:00:00.000Z"
"Extremadura","68.112","76.005","89,6%","5.102","125.297","5,6%","20.499","16,4%","20.453","169.216","12,1%","38.628","351.778","11,0%","2.031","76.088","2,7%","42","20.953","0,2%","154.867","911.213","17,0%","2021-03-31T22:00:00.000Z"
"Extremadura","68.236","76.005","89,8%","5.203","125.297","5,7%","21.620","17,3%","20.697","169.216","12,2%","39.191","351.778","11,1%","2.064","76.088","2,7%","42","20.953","0,2%","157.053","911.213","17,2%","2021-04-02T22:00:00.000Z"
"Extremadura","68.249","76.005","89,8%","5.203","125.297","5,7%","23.810","19,0%","20.856","169.216","12,3%","39.427","351.778","11,2%","2.070","76.088","2,7%","42","20.953","0,2%","159.657","911.213","17,5%","2021-04-04T22:00:00.000Z"
"Extremadura","68.561","76.005","90,2%","6.239","125.297","6,8%","27.591","22,0%","21.351","169.216","12,6%","40.416","351.778","11,5%","2.078","76.088","2,7%","42","20.953","0,2%","166.278","911.213","18,2%","2021-04-05T22:00:00.000Z"
"Extremadura","70.164","76.005","92,3%","9.996","125.297","10,9%","29.986","23,9%","21.643","169.216","12,8%","40.759","351.778","11,6%","2.114","76.088","2,8%","42","20.953","0,2%","174.704","911.213","19,2%","2021-04-06T22:00:00.000Z"
"Extremadura","72.269","76.005","95,1%","14.757","125.297","16,1%","32.873","26,2%","22.099","169.216","13,1%","41.211","351.778","11,7%","2.149","76.088","2,8%","42","20.953","0,2%","185.400","911.213","20,3%","2021-04-07T22:00:00.000Z"
"Extremadura","74.371","76.005","97,9%","21.617","125.297","23,5%","36.771","29,3%","22.521","169.216","13,3%","41.789","351.778","11,9%","2.187","76.088","2,9%","47","20.953","0,2%","199.303","911.213","21,9%","2021-04-08T22:00:00.000Z"
"Extremadura","75.009","76.005","98,7%","28.170","125.297","30,7%","42.717","34,1%","22.746","169.216","13,4%","41.913","351.778","11,9%","2.188","76.088","2,9%","48","20.953","0,2%","212.791","911.213","23,4%","2021-04-11T22:00:00.000Z"
"Extremadura","75.101","76.005","98,8%","29.301","125.297","31,9%","44.820","35,8%","22.865","169.216","13,5%","42.005","351.778","11,9%","2.196","76.088","2,9%","48","20.953","0,2%","216.336","911.213","23,7%","2021-04-12T22:00:00.000Z"
"Extremadura","75.350","76.005","99,1%","34.282","125.297","37,3%","46.708","37,3%","22.924","169.216","13,5%","42.068","351.778","12,0%","2.196","76.088","2,9%","49","20.953","0,2%","223.577","911.213","24,5%","2021-04-13T22:00:00.000Z"
"Extremadura","75.811","76.005","99,7%","41.253","125.297","44,9%","48.097","38,4%","22.997","169.216","13,6%","42.142","351.778","12,0%","2.203","76.088","2,9%","49","20.953","0,2%","232.552","911.213","25,5%","2021-04-14T22:00:00.000Z"
"Extremadura","76.228","76.005","100,3%","47.355","125.297","51,5%","50.170","40,0%","23.296","169.216","13,8%","42.260","351.778","12,0%","2.211","76.088","2,9%","49","20.953","0,2%","241.569","911.213","26,5%","2021-04-15T22:00:00.000Z"
"Extremadura","76.367","76.005","100,5%","52.744","125.297","57,4%","53.764","42,9%","23.473","169.216","13,9%","42.436","351.778","12,1%","2.242","76.088","2,9%","50","20.953","0,2%","251.076","911.213","27,6%","2021-04-18T22:00:00.000Z"
"Extremadura","76.407","76.005","100,5%","53.520","125.297","58,3%","54.456","43,5%","23.509","169.216","13,9%","42.473","351.778","12,1%","2.244","76.088","2,9%","50","20.953","0,2%","252.659","911.213","27,7%","2021-04-19T22:00:00.000Z"
"Extremadura","76.601","76.005","100,8%","57.317","125.297","62,4%","55.058","43,9%","23.572","169.216","13,9%","42.561","351.778","12,1%","2.249","76.088","3,0%","50","20.953","0,2%","257.408","911.213","28,2%","2021-04-20T22:00:00.000Z"
"Extremadura","76.785","76.005","101,0%","63.182","125.297","68,8%","55.748","44,5%","23.896","169.216","14,1%","42.796","351.778","12,2%","2.268","76.088","3,0%","55","20.953","0,3%","264.730","911.213","29,1%","2021-04-21T22:00:00.000Z"
"Extremadura","76.952","76.005","101,2%","70.740","125.297","77,0%","58.571","46,7%","23.971","169.216","14,2%","42.882","351.778","12,2%","2.303","76.088","3,0%","55","20.953","0,3%","275.474","911.213","30,2%","2021-04-22T22:00:00.000Z"
"Extremadura","77.019","76.005","101,3%","73.358","125.297","79,8%","62.300","49,7%","24.090","169.216","14,2%","43.005","351.778","12,2%","2.308","76.088","3,0%","56","20.953","0,3%","282.136","911.213","31,0%","2021-04-25T22:00:00.000Z"
"Extremadura","77.027","76.005","101,3%","74.070","125.297","80,6%","63.451","50,6%","24.106","169.216","14,2%","43.029","351.778","12,2%","2.309","76.088","3,0%","56","20.953","0,3%","284.048","911.213","31,2%","2021-04-26T22:00:00.000Z"
"Extremadura","77.134","76.005","101,5%","78.792","125.297","85,8%","64.012","51,1%","24.185","169.216","14,3%","43.112","351.778","12,3%","2.315","76.088","3,0%","58","20.953","0,3%","289.608","911.213","31,8%","2021-04-27T22:00:00.000Z"
"Extremadura","77.242","76.005","101,6%","84.596","125.297","92,1%","66.116","52,8%","24.304","169.216","14,4%","43.216","351.778","12,3%","2.324","76.088","3,1%","58","20.953","0,3%","297.856","911.213","32,7%","2021-04-28T22:00:00.000Z"
"Extremadura","77.383","76.005","100,0%","89.497","125.297","97,4%","67.972","54,2%","24.514","169.216","14,5%","43.383","351.778","12,3%","2.332","76.088","3,1%","62","20.953","0,3%","305.143","911.213","33,5%","2021-04-29T22:00:00.000Z"
"Extremadura","77.432","76.005","100,0%","91.646","125.297","99,7%","71.770","57,3%","24.715","169.216","14,6%","43.562","351.778","12,4%","2.349","76.088","3,1%","62","20.953","0,3%","311.536","911.213","34,2%","2021-05-02T22:00:00.000Z"
"Extremadura","77.438","76.005","100,0%","92.067","125.297","100,2%","73.386","58,6%","24.761","169.216","14,6%","43.611","351.778","12,4%","2.356","76.088","3,1%","62","20.953","0,3%","313.681","911.213","34,4%","2021-05-03T22:00:00.000Z"
"Extremadura","77.472","76.005","100,0%","92.406","125.297","100,6%","77.211","61,6%","24.782","169.216","14,6%","43.640","351.778","12,4%","2.357","76.088","3,1%","62","20.953","0,3%","317.930","911.213","34,9%","2021-05-04T22:00:00.000Z"
"Extremadura","77.489","76.005","100,0%","92.722","125.297","100,9%","85.145","68,0%","24.854","169.216","0","43.716","351.778","12,4%","2.364","76.088","3,1%","63","20.953","0,3%","326.353","911.213","35,8%","2021-05-05T22:00:00.000Z"
"Extremadura","77.531","76.005","100,0%","93.276","125.297","101,5%","93.606","74,7%","24.992","169.216","0","43.881","351.778","12,5%","2.377","76.088","3,1%","64","20.953","0,3%","335.727","911.213","36,8%","2021-05-06T22:00:00.000Z"
"Extremadura","77.583","76.005","100,0%","93.554","125.297","100,0%","99.383","79,3%","25.295","169.216","0","44.398","351.778","12,6%","2.406","76.088","3,2%","65","20.953","0,3%","342.684","911.213","37,6%","2021-05-09T22:00:00.000Z"
"Extremadura","77.586","76.005","100,0%","93.589","125.297","100,0%","102.875","82,1%","25.367","169.216","0","44.561","351.778","12,7%","2.415","76.088","3,2%","65","20.953","0,3%","346.458","911.213","38,0%","2021-05-10T22:00:00.000Z"
"Extremadura","77.608","76.005","100,0%","93.809","125.297","100,0%","110.626","88,3%","26.232","169.216","0","45.504","351.778","12,9%","2.449","76.088","3,2%","66","20.953","0,3%","356.294","911.213","39,1%","2021-05-11T22:00:00.000Z"
"Extremadura","77.639","76.005","100,0%","93.982","125.297","100,0%","115.304","92,0%","29.263","169.216","0","46.173","351.778","13,1%","2.502","76.088","3,3%","66","20.953","0,3%","364.929","911.213","40,0%","2021-05-12T22:00:00.000Z"
"Extremadura","77.665","76.005","100,0%","94.074","125.297","100,0%","118.473","94,6%","31.295","169.216","0","46.681","351.778","13,3%","2.572","76.088","3,4%","67","20.953","0,3%","370.827","911.213","40,7%","2021-05-13T22:00:00.000Z"
"Extremadura","77.699","76.005","100,0%","94.308","125.297","100,0%","120.676","96,3%","34.280","169.216","20,3%","47.491","351.778","13,5%","2.686","76.088","3,5%","67","20.953","0,3%","377.207","911.213","41,4%","2021-05-16T22:00:00.000Z"
"Extremadura","77.722","76.005","100,0%","94.321","125.297","100,0%","121.025","96,6%","36.002","169.216","21,3%","47.633","351.778","13,5%","2.695","76.088","3,5%","67","20.953","0,3%","379.465","911.213","41,6%","2021-05-17T22:00:00.000Z"
"Extremadura","77.751","76.005","100,0%","94.409","125.297","100,0%","121.650","97,1%","43.505","169.216","25,7%","47.819","351.778","13,6%","2.706","76.088","3,6%","67","20.953","0,3%","387.907","911.213","42,6%","2021-05-18T22:00:00.000Z"
"Extremadura","77.781","76.005","100,0%","94.493","125.297","100,0%","122.668","97,9%","50.549","169.216","29,9%","47.897","351.778","13,6%","2.715","76.088","3,6%","67","20.953","0,3%","396.170","911.213","43,5%","2021-05-19T22:00:00.000Z"
"Extremadura","77.809","76.005","100,0%","94.626","125.297","100,0%","123.185","98,3%","58.216","169.216","34,4%","48.066","351.778","13,7%","2.729","76.088","3,6%","68","20.953","0,3%","404.699","911.213","44,4%","2021-05-20T22:00:00.000Z"
"Extremadura","77.817","76.005","100,0%","94.713","125.297","100,0%","123.760","98,8%","64.943","169.216","38,4%","48.515","351.778","13,8%","2.773","76.088","3,6%","71","20.953","0,3%","412.592","911.213","45,3%","2021-05-23T22:00:00.000Z"
"Extremadura","77.820","76.005","100,0%","94.722","125.297","100,0%","123.806","98,8%","67.085","169.216","39,6%","48.569","351.778","13,8%","2.775","76.088","3,6%","71","20.953","0,3%","414.848","911.213","45,5%","2021-05-24T22:00:00.000Z"
"Extremadura","77.827","76.005","100,0%","94.781","125.297","100,0%","124.023","99,0%","73.611","169.216","43,5%","48.648","351.778","13,8%","2.781","76.088","3,7%","71","20.953","0,3%","421.742","911.213","46,3%","2021-05-25T22:00:00.000Z"
"Extremadura","77.843","76.005","100,0%","94.817","125.297","100,0%","124.297","99,2%","78.928","169.216","46,6%","48.760","351.778","13,9%","2.794","76.088","3,7%","71","20.953","0,3%","427.510","911.213","46,9%","2021-05-26T22:00:00.000Z"
"Extremadura","77.876","76.005","100,0%","94.888","125.297","100,0%","124.557","99,4%","86.713","169.216","51,2%","48.947","351.778","13,9%","2.810","76.088","3,7%","72","20.953","0,3%","435.863","911.213","47,8%","2021-05-27T22:00:00.000Z"
"Extremadura","77.885","76.005","100,0%","94.939","125.297","100,0%","124.835","99,6%","93.395","169.216","55,2%","49.206","351.778","14,0%","2.829","76.088","3,7%","72","20.953","0,3%","443.161","911.213","48,6%","2021-05-30T22:00:00.000Z"
"Extremadura","77.886","76.005","100,0%","94.953","125.297","100,0%","124.902","99,7%","96.306","169.216","56,9%","49.221","351.778","14,0%","2.831","76.088","3,7%","73","20.953","0,3%","446.172","911.213","49,0%","2021-05-31T22:00:00.000Z"
"Extremadura","77.894","76.005","100,0%","94.980","125.297","100,0%","125.020","99,8%","103.080","169.216","60,9%","48.803","351.778","13,9%","2.817","76.088","3,7%","73","20.953","0,3%","452.667","911.213","49,7%","2021-06-01T22:00:00.000Z"
"Extremadura","77.899","76.005","100,0%","95.020","125.297","100,0%","125.126","99,9%","109.137","169.216","64,5%","48.699","351.778","13,8%","2.810","76.088","3,7%","73","20.953","0,3%","458.764","911.213","50,3%","2021-06-02T22:00:00.000Z"
"Extremadura","77.919","100,0%","95.075","100,0%","70,3%","100,0%","118.998","26.178","16,4%","22.484","11,7%","2.788","3,7%","74","0,4%","468.805","911.213","51,4%",,,,,,"2021-06-03T22:00:00.000Z"
"Galicia","150.234","234.302","64,1%","4.949","346.927","1,7%","17.743","5,1%","57.562","405.889","14,2%","89.828","889.004","10,1%","3.603","152.745","2,4%","3","44.014","0,0%","323.922","2.362.643","13,7%","2021-03-30T22:00:00.000Z"
"Galicia","160.548","234.302","68,5%","5.018","346.927","1,7%","18.048","5,2%","58.091","405.889","14,3%","91.029","889.004","10,2%","3.736","152.745","2,4%","3","44.014","0,0%","336.473","2.362.643","14,2%","2021-03-31T22:00:00.000Z"
"Galicia","174.523","234.302","74,5%","5.045","346.927","1,7%","19.213","5,5%","59.444","405.889","14,6%","91.532","889.004","10,3%","3.816","152.745","2,5%","3","44.014","0,0%","353.576","2.362.643","15,0%","2021-04-02T22:00:00.000Z"
"Galicia","188.221","234.302","80,3%","5.055","346.927","1,7%","19.953","5,8%","60.291","405.889","14,9%","91.979","889.004","10,3%","4.049","152.745","2,7%","3","44.014","0,0%","369.551","2.362.643","15,6%","2021-04-04T22:00:00.000Z"
"Galicia","198.632","234.302","84,8%","5.142","346.927","1,8%","20.817","6,0%","61.342","405.889","15,1%","92.732","889.004","10,4%","4.274","152.745","2,8%","3","44.014","0,0%","382.942","2.362.643","16,2%","2021-04-05T22:00:00.000Z"
"Galicia","207.664","234.302","88,6%","5.327","346.927","1,8%","35.350","10,2%","62.256","405.889","15,3%","93.385","889.004","10,5%","4.659","152.745","3,1%","7","44.014","0,0%","408.648","2.362.643","17,3%","2021-04-06T22:00:00.000Z"
"Galicia","211.962","234.302","90,5%","5.421","346.927","1,9%","63.179","18,2%","62.695","405.889","15,4%","93.672","889.004","10,5%","4.962","152.745","3,2%","9","44.014","0,0%","441.900","2.362.643","18,7%","2021-04-07T22:00:00.000Z"
"Galicia","214.248","234.302","91,4%","31.984","346.927","11,0%","64.593","18,6%","62.749","405.889","15,5%","93.780","889.004","10,5%","4.968","152.745","3,3%","9","44.014","0,0%","472.331","2.362.643","20,0%","2021-04-08T22:00:00.000Z"
"Galicia","216.624","234.302","92,5%","85.699","346.927","29,6%","82.731","23,8%","62.780","405.889","15,5%","93.817","889.004","10,6%","4.970","152.745","3,3%","9","44.014","0,0%","546.630","2.362.643","23,1%","2021-04-11T22:00:00.000Z"
"Galicia","217.021","234.302","92,6%","86.202","346.927","29,7%","87.516","25,2%","62.818","405.889","15,5%","93.882","889.004","10,6%","5.001","152.745","3,3%","9","44.014","0,0%","552.449","2.362.643","23,4%","2021-04-12T22:00:00.000Z"
"Galicia","218.253","234.302","93,2%","112.504","346.927","38,8%","87.588","25,2%","62.862","405.889","15,5%","93.951","889.004","10,6%","5.003","152.745","3,3%","10","44.014","0,0%","580.171","2.362.643","24,6%","2021-04-13T22:00:00.000Z"
"Galicia","219.851","234.302","93,8%","129.700","346.927","44,8%","88.668","25,6%","63.010","405.889","15,5%","94.090","889.004","10,6%","5.010","152.745","3,3%","10","44.014","0,0%","600.339","2.362.643","25,4%","2021-04-14T22:00:00.000Z"
"Galicia","221.799","234.302","94,7%","131.523","346.927","45,4%","90.686","26,1%","63.877","405.889","15,7%","94.765","889.004","10,7%","5.052","152.745","3,3%","10","44.014","0,0%","607.712","2.362.643","25,7%","2021-04-15T22:00:00.000Z"
"Galicia","224.039","234.302","95,6%","154.014","346.927","53,2%","103.846","29,9%","66.007","405.889","16,3%","96.574","889.004","10,9%","5.113","152.745","3,3%","10","44.014","0,0%","649.603","2.362.643","27,5%","2021-04-18T22:00:00.000Z"
"Galicia","225.824","234.302","96,4%","154.498","346.927","53,3%","104.008","30,0%","66.314","405.889","16,3%","96.932","889.004","10,9%","5.126","152.745","3,4%","11","44.014","0,0%","652.713","2.362.643","27,6%","2021-04-19T22:00:00.000Z"
"Galicia","226.690","234.302","96,8%","182.656","346.927","63,0%","104.030","30,0%","66.355","405.889","16,3%","97.029","889.004","10,9%","5.133","152.745","3,4%","11","44.014","0,0%","681.904","2.362.643","28,9%","2021-04-20T22:00:00.000Z"
"Galicia","227.408","234.302","97,1%","206.269","346.927","71,2%","104.110","30,0%","66.415","405.889","16,4%","97.106","889.004","10,9%","5.136","152.745","3,4%","14","44.014","0,0%","706.458","2.362.643","29,9%","2021-04-21T22:00:00.000Z"
"Galicia","229.126","234.302","97,8%","206.675","346.927","71,3%","104.259","30,1%","66.559","405.889","16,4%","97.359","889.004","11,0%","5.175","152.745","3,4%","34","44.014","0,1%","709.187","2.362.643","30,0%","2021-04-22T22:00:00.000Z"
"Galicia","231.494","234.302","98,8%","215.225","346.927","74,3%","122.028","35,2%","66.673","405.889","16,4%","97.474","889.004","11,0%","5.183","152.745","3,4%","37","44.014","0,1%","738.114","2.362.643","31,2%","2021-04-25T22:00:00.000Z"
"Galicia","232.372","234.302","99,2%","218.233","346.927","75,3%","122.664","35,4%","66.720","405.889","16,4%","97.568","889.004","11,0%","5.197","152.745","3,4%","38","44.014","0,1%","742.792","2.362.643","31,4%","2021-04-26T22:00:00.000Z"
"Galicia","232.931","234.302","99,4%","243.396","346.927","84,0%","122.703","35,4%","66.737","405.889","16,4%","97.583","889.004","11,0%","5.200","152.745","3,4%","39","44.014","0,1%","768.589","2.362.643","32,5%","2021-04-27T22:00:00.000Z"
"Galicia","233.932","234.302","99,8%","259.674","346.927","89,6%","124.461","35,9%","66.791","405.889","16,5%","97.651","889.004","11,0%","5.203","152.745","3,4%","40","44.014","0,1%","787.752","2.362.643","33,3%","2021-04-28T22:00:00.000Z"
"Galicia","234.563","234.302","100,0%","272.197","346.927","93,9%","136.106","39,2%","66.827","405.889","16,5%","97.697","889.004","11,0%","5.207","152.745","3,4%","40","44.014","0,1%","812.637","2.362.643","34,4%","2021-04-29T22:00:00.000Z"
"Galicia","235.352","234.302","100,0%","272.667","346.927","94,1%","136.149","39,2%","66.860","405.889","16,5%","97.753","889.004","11,0%","5.212","152.745","3,4%","40","44.014","0,1%","814.033","2.362.643","34,5%","2021-05-02T22:00:00.000Z"
"Galicia","236.439","234.302","100,0%","275.063","346.927","94,9%","137.041","39,5%","66.939","405.889","16,5%","97.864","889.004","11,0%","5.227","152.745","3,4%","41","44.014","0,1%","818.614","2.362.643","34,6%","2021-05-03T22:00:00.000Z"
"Galicia","236.641","234.302","100,0%","275.111","346.927","94,9%","177.528","51,2%","66.944","405.889","16,5%","97.869","889.004","11,0%","5.227","152.745","3,4%","41","44.014","0,1%","859.361","2.362.643","36,4%","2021-05-04T22:00:00.000Z"
"Galicia","236.824","234.302","100,0%","276.249","346.927","95,3%","177.603","51,2%","66.959","405.889","0","97.904","889.004","11,0%","5.231","152.745","3,4%","42","44.014","0,1%","860.812","2.362.643","36,4%","2021-05-05T22:00:00.000Z"
"Galicia","236.956","234.302","100,0%","276.381","346.927","95,4%","219.941","63,4%","67.030","405.889","0","98.004","889.004","11,0%","5.236","152.745","3,4%","42","44.014","0,1%","903.590","2.362.643","38,2%","2021-05-06T22:00:00.000Z"
"Galicia","237.070","234.302","100,0%","277.309","346.927","95,7%","297.845","85,9%","67.126","405.889","0","98.181","889.004","11,0%","5.260","152.745","3,4%","41","44.014","0,1%","982.832","2.362.643","41,6%","2021-05-09T22:00:00.000Z"
"Galicia","237.585","234.302","100,0%","277.875","346.927","95,9%","309.926","89,3%","67.508","405.889","0","98.905","889.004","11,1%","5.310","152.745","3,5%","41","44.014","0,1%","997.150","2.362.643","42,2%","2021-05-10T22:00:00.000Z"
"Galicia","237.711","234.302","100,0%","278.501","346.927","96,1%","310.883","89,6%","96.858","405.889","0","99.397","889.004","11,2%","5.418","152.745","3,5%","41","44.014","0,1%","1.028.809","2.362.643","43,5%","2021-05-11T22:00:00.000Z"
"Galicia","237.820","234.302","100,0%","279.466","346.927","96,4%","310.908","89,6%","96.901","405.889","0","99.428","889.004","11,2%","5.421","152.745","3,5%","41","44.014","0,1%","1.029.985","2.362.643","43,6%","2021-05-12T22:00:00.000Z"
"Galicia","238.028","234.302","100,0%","280.070","346.927","96,7%","311.584","89,8%","122.147","405.889","0","99.932","889.004","11,2%","5.796","152.745","3,8%","42","44.014","0,1%","1.057.599","2.362.643","44,8%","2021-05-13T22:00:00.000Z"
"Galicia","238.362","234.302","100,0%","281.944","346.927","97,3%","314.581","90,7%","134.705","405.889","33,2%","100.378","889.004","11,3%","5.824","152.745","3,8%","43","44.014","0,1%","1.075.837","2.362.643","45,5%","2021-05-16T22:00:00.000Z"
"Galicia","238.362","234.302","100,0%","281.947","346.927","97,3%","314.753","90,7%","134.731","405.889","33,2%","100.444","889.004","11,3%","5.825","152.745","3,8%","43","44.014","0,1%","1.076.105","2.362.643","45,5%","2021-05-17T22:00:00.000Z"
"Galicia","238.483","234.302","100,0%","282.178","346.927","97,4%","314.819","90,7%","167.868","405.889","41,4%","100.664","889.004","11,3%","5.835","152.745","3,8%","43","44.014","0,1%","1.109.890","2.362.643","47,0%","2021-05-18T22:00:00.000Z"
"Galicia","238.654","234.302","100,0%","282.760","346.927","97,6%","315.125","90,8%","167.923","405.889","41,4%","100.798","889.004","11,3%","5.871","152.745","3,8%","43","44.014","0,1%","1.111.174","2.362.643","47,0%","2021-05-19T22:00:00.000Z"
"Galicia","238.857","234.302","100,0%","282.997","346.927","97,7%","317.184","91,4%","168.602","405.889","41,5%","102.071","889.004","11,5%","6.049","152.745","4,0%","43","44.014","0,1%","1.115.803","2.362.643","47,2%","2021-05-20T22:00:00.000Z"
"Galicia","239.101","234.302","100,0%","283.674","346.927","97,9%","322.785","93,0%","186.210","405.889","45,9%","103.518","889.004","11,6%","6.164","152.745","4,0%","43","44.014","0,1%","1.141.495","2.362.643","48,3%","2021-05-23T22:00:00.000Z"
"Galicia","239.448","234.302","100,0%","284.295","346.927","98,1%","323.095","93,1%","195.924","405.889","48,3%","103.961","889.004","11,7%","6.306","152.745","4,1%","43","44.014","0,1%","1.153.072","2.362.643","48,8%","2021-05-24T22:00:00.000Z"
"Galicia","239.507","234.302","100,0%","284.343","346.927","98,1%","323.120","93,1%","212.721","405.889","52,4%","104.073","889.004","11,7%","6.326","152.745","4,1%","43","44.014","0,1%","1.170.133","2.362.643","49,5%","2021-05-25T22:00:00.000Z"
"Galicia","239.584","234.302","100,0%","284.430","346.927","98,2%","323.172","93,2%","236.870","405.889","58,4%","104.196","889.004","11,7%","6.335","152.745","4,1%","43","44.014","0,1%","1.194.630","2.362.643","50,6%","2021-05-26T22:00:00.000Z"
